#           <3a(0,4.0)^1\Delta-(-2.0,0.0)g|
#           <3a(0,4.0)^1\Delta+(2.0,0.0)g|
#           <2b(0,4.0)^1\Phi+(3.0,0.0)u|
#           <2b(0,4.0)^1\Phi-(-3.0,0.0)u|
#           <3b(0,4.0)^1\Gamma+(4.0,0.0)g|
#           <3b(0,4.0)^1\Gamma-(-4.0,0.0)g|
#           <1b(0,4.0)^1\Sigma+(0.0,0.0)g|
#           <4a(0,4.0)^1\Sigma+(0.0,0.0)u|
#           <5a(0,4.0)^1\Pi+(1.0,0.0)g|
#           <5a(0,4.0)^1\Pi-(-1.0,0.0)g|
#           <6a(0,4.0)^1\Delta+(2.0,0.0)u|
#           <6a(0,4.0)^1\Delta-(-2.0,0.0)u|
#   5.0     <2a(0,5.0)^1\Pi+(1.0,0.0)u|
#           <2a(0,5.0)^1\Pi-(-1.0,0.0)u|
#           <1a(0,5.0)^1\Sigma+(0.0,0.0)g|
#           <3a(0,5.0)^1\Delta-(-2.0,0.0)g|
#           <3a(0,5.0)^1\Delta+(2.0,0.0)g|
#           <2b(0,5.0)^1\Phi+(3.0,0.0)u|
#           <2b(0,5.0)^1\Phi-(-3.0,0.0)u|
#           <3b(0,5.0)^1\Gamma+(4.0,0.0)g|
#           <3b(0,5.0)^1\Gamma-(-4.0,0.0)g|
#           <1b(0,5.0)^1\Sigma+(0.0,0.0)g|
#           <4a(0,5.0)^1\Sigma+(0.0,0.0)u|
#           <5a(0,5.0)^1\Pi+(1.0,0.0)g|
#           <5a(0,5.0)^1\Pi-(-1.0,0.0)g|
#           <6a(0,5.0)^1\Delta+(2.0,0.0)u|
#           <6a(0,5.0)^1\Delta-(-2.0,0.0)u|
#   6.0     <2a(0,6.0)^1\Pi+(1.0,0.0)u|
#           <2a(0,6.0)^1\Pi-(-1.0,0.0)u|
#           <1a(0,6.0)^1\Sigma+(0.0,0.0)g|
#           <3a(0,6.0)^1\Delta-(-2.0,0.0)g|
#           <3a(0,6.0)^1\Delta+(2.0,0.0)g|
#           <2b(0,6.0)^1\Phi+(3.0,0.0)u|
#           <2b(0,6.0)^1\Phi-(-3.0,0.0)u|
#           <3b(0,6.0)^1\Gamma+(4.0,0.0)g|
#           <3b(0,6.0)^1\Gamma-(-4.0,0.0)g|
#           <1b(0,6.0)^1\Sigma+(0.0,0.0)g|
#           <4a(0,6.0)^1\Sigma+(0.0,0.0)u|
#           <5a(0,6.0)^1\Pi+(1.0,0.0)g|
#           <5a(0,6.0)^1\Pi-(-1.0,0.0)g|
#           <6a(0,6.0)^1\Delta+(2.0,0.0)u|
#           <6a(0,6.0)^1\Delta-(-2.0,0.0)u|
#   7.0     <2a(0,7.0)^1\Pi+(1.0,0.0)u|
#           <2a(0,7.0)^1\Pi-(-1.0,0.0)u|
#           <1a(0,7.0)^1\Sigma+(0.0,0.0)g|
#           <3a(0,7.0)^1\Delta-(-2.0,0.0)g|
#           <3a(0,7.0)^1\Delta+(2.0,0.0)g|
#           <2b(0,7.0)^1\Phi+(3.0,0.0)u|
#           <2b(0,7.0)^1\Phi-(-3.0,0.0)u|
#           <3b(0,7.0)^1\Gamma+(4.0,0.0)g|
#           <3b(0,7.0)^1\Gamma-(-4.0,0.0)g|
#           <1b(0,7.0)^1\Sigma+(0.0,0.0)g|
#           <4a(0,7.0)^1\Sigma+(0.0,0.0)u|
#           <5a(0,7.0)^1\Pi+(1.0,0.0)g|
#           <5a(0,7.0)^1\Pi-(-1.0,0.0)g|
#           <6a(0,7.0)^1\Delta+(2.0,0.0)u|
#           <6a(0,7.0)^1\Delta-(-2.0,0.0)u|
#   8.0     <2a(0,8.0)^1\Pi+(1.0,0.0)u|
#           <2a(0,8.0)^1\Pi-(-1.0,0.0)u|
#           <1a(0,8.0)^1\Sigma+(0.0,0.0)g|
#           <3a(0,8.0)^1\Delta-(-2.0,0.0)g|
#           <3a(0,8.0)^1\Delta+(2.0,0.0)g|
#           <2b(0,8.0)^1\Phi+(3.0,0.0)u|
#           <2b(0,8.0)^1\Phi-(-3.0,0.0)u|
#           <3b(0,8.0)^1\Gamma+(4.0,0.0)g|
#           <3b(0,8.0)^1\Gamma-(-4.0,0.0)g|
#           <1b(0,8.0)^1\Sigma+(0.0,0.0)g|
#           <4a(0,8.0)^1\Sigma+(0.0,0.0)u|
#           <5a(0,8.0)^1\Pi+(1.0,0.0)g|
#           <5a(0,8.0)^1\Pi-(-1.0,0.0)g|
#           <6a(0,8.0)^1\Delta+(2.0,0.0)u|
#           <6a(0,8.0)^1\Delta-(-2.0,0.0)u|
#   9.0     <2a(0,9.0)^1\Pi+(1.0,0.0)u|
#           <2a(0,9.0)^1\Pi-(-1.0,0.0)u|
#           <1a(0,9.0)^1\Sigma+(0.0,0.0)g|
#           <3a(0,9.0)^1\Delta-(-2.0,0.0)g|
#           <3a(0,9.0)^1\Delta+(2.0,0.0)g|
#           <2b(0,9.0)^1\Phi+(3.0,0.0)u|
#           <2b(0,9.0)^1\Phi-(-3.0,0.0)u|
#           <3b(0,9.0)^1\Gamma+(4.0,0.0)g|
#           <3b(0,9.0)^1\Gamma-(-4.0,0.0)g|
#           <1b(0,9.0)^1\Sigma+(0.0,0.0)g|
#           <4a(0,9.0)^1\Sigma+(0.0,0.0)u|
#           <5a(0,9.0)^1\Pi+(1.0,0.0)g|
#           <5a(0,9.0)^1\Pi-(-1.0,0.0)g|
#           <6a(0,9.0)^1\Delta+(2.0,0.0)u|
#           <6a(0,9.0)^1\Delta-(-2.0,0.0)u|
#  10.0     <2a(0,10.0)^1\Pi+(1.0,0.0)u|
#           <2a(0,10.0)^1\Pi-(-1.0,0.0)u|
#           <1a(0,10.0)^1\Sigma+(0.0,0.0)g|
#           <3a(0,10.0)^1\Delta-(-2.0,0.0)g|
#           <3a(0,10.0)^1\Delta+(2.0,0.0)g|
#           <2b(0,10.0)^1\Phi+(3.0,0.0)u|
#           <2b(0,10.0)^1\Phi-(-3.0,0.0)u|
#           <3b(0,10.0)^1\Gamma+(4.0,0.0)g|
#           <3b(0,10.0)^1\Gamma-(-4.0,0.0)g|
#           <1b(0,10.0)^1\Sigma+(0.0,0.0)g|
#           <4a(0,10.0)^1\Sigma+(0.0,0.0)u|
#           <5a(0,10.0)^1\Pi+(1.0,0.0)g|
#           <5a(0,10.0)^1\Pi-(-1.0,0.0)g|
#           <6a(0,10.0)^1\Delta+(2.0,0.0)u|
#           <6a(0,10.0)^1\Delta-(-2.0,0.0)u|
